isolate,year,state,region,country,continent,vir_cutoff,Pc14,Pc35,Pc36,Pc38,Pc39,Pc40,Pc45,Pc46,Pc48,Pc50,Pc51,Pc52,Pc53,Pc54,Pc55,Pc56,Pc57,Pc58,Pc59,Pc60,Pc61,Pc62,Pc63,Pc64,Pc67,Pc68,Pc70,Pc71,Pc91,Pc94,Pc96,MARVELOUS,H548,IAB605Xsel.,WIX4361-9,TAM-O-405,Belle,HiFi,Leggett,Stainless
93MNBX-068,1993,MN,North,USA,N_America,3,4,3,4,1,1,3,1,1,1,1,3,NA,1,2,1,4,1,2,3,3,3,1,1,1,1,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-069,1993,MN,North,USA,N_America,3,4,1,NA,4,1,2,NA,4,1,0,1,0,0,1,1,3,1,0,1,3,3,1,4,1,2,0,1,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-070,1993,MN,North,USA,N_America,3,4,1,1,4,1,4,1,1,1,NA,4,0,0,1,1,1,0,0,1,3,3,1,4,1,3,0,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93MNBX-071,1993,MN,North,USA,N_America,3,4,1,NA,4,4,4,0,1,1,1,3,0,NA,3,4,2,0,0,NA,NA,NA,1,3,1,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-072,1993,MN,North,USA,N_America,3,4,4,1,1,1,1,1,1,3,1,4,NA,1,3,1,1,0,NA,NA,3,3,2,1,1,1,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-073,1993,MN,North,USA,N_America,3,4,3,1,1,1,1,0,1,2,1,4,1,0,1,1,1,0,NA,NA,3,3,1,1,1,1,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-074,1993,MN,North,USA,N_America,3,4,1,NA,4,4,4,0,4,0,NA,4,0,0,1,4,1,0,NA,NA,4,4,1,4,1,2,0,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-075,1993,MN,North,USA,N_America,3,4,1,1,NA,1,4,1,1,1,0,0,0,0,2,NA,1,1,NA,NA,1,1,1,1,1,1,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-076,1993,MN,North,USA,N_America,3,4,1,1,1,1,4,1,1,1,0,4,NA,1,4,1,1,0,NA,1,2,2,1,1,1,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-077,1993,MN,North,USA,N_America,3,4,NA,NA,4,4,4,0,3,0,0,1,0,NA,2,4,2,1,0,NA,1,1,1,4,1,3,0,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-078,1993,MN,North,USA,N_America,3,4,1,1,1,1,1,1,4,0,0,0,0,NA,1,1,1,0,0,1,NA,NA,1,1,1,1,0,0,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNBX-079,1993,MN,North,USA,N_America,3,4,3,1,3,0,4,0,1,0,0,4,0,0,3,1,1,1,1,1,NA,3,1,1,0,1,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-080,1993,MN,North,USA,N_America,3,4,1,1,0,1,3,4,3,3,1,3,1,0,3,1,0,3,0,NA,NA,0,0,0,NA,1,0,NA,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNBX-081,1993,MN,North,USA,N_America,3,4,4,2,3,0,4,0,4,NA,0,4,NA,0,4,1,1,0,NA,NA,4,1,1,1,1,1,0,1,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNBX-082,1993,MN,North,USA,N_America,3,4,1,1,2,1,NA,0,1,0,0,1,NA,0,3,1,1,1,0,1,2,2,1,1,1,1,0,0,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-083,1993,MN,North,USA,N_America,3,4,4,4,1,4,3,0,1,4,0,0,4,0,3,4,4,0,NA,NA,4,4,3,0,4,2,0,NA,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA
93MNBX-084,1993,MN,North,USA,N_America,3,4,1,2,1,1,3,1,4,0,0,3,0,0,1,1,1,0,0,NA,1,NA,1,0,NA,1,0,1,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNBX-085,1993,MN,North,USA,N_America,3,4,4,4,3,1,4,1,4,1,1,3,1,1,4,1,4,NA,2,NA,4,NA,1,1,1,1,1,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-086,1993,MN,North,USA,N_America,3,0,4,1,3,1,1,NA,3,0,0,4,0,0,1,1,1,1,NA,0,3,4,1,1,NA,0,0,NA,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNBX-087,1993,MN,North,USA,N_America,3,4,4,4,NA,1,4,1,1,3,1,0,NA,0,1,0,3,0,0,NA,NA,3,0,0,0,1,0,NA,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNBX-088,1993,MN,North,USA,N_America,3,4,4,4,2,4,4,0,4,NA,0,4,0,0,3,4,4,0,1,0,NA,3,1,1,NA,4,0,4,4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
93MNBX-089,1993,MN,North,USA,N_America,3,4,1,4,4,4,3,0,3,0,1,1,1,0,1,4,1,0,0,NA,NA,2,0,3,0,3,0,NA,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA
93MNBX-090,1993,MN,North,USA,N_America,3,4,0,2,4,1,1,0,2,0,4,4,0,0,0,0,3,0,0,0,3,0,0,0,1,4,0,NA,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNBX-091,1993,MN,North,USA,N_America,3,4,4,1,4,4,3,1,4,0,0,0,0,0,1,4,1,0,1,NA,3,4,1,4,1,1,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-092,1993,MN,North,USA,N_America,3,4,4,4,4,4,4,0,4,NA,4,0,0,NA,4,3,2,1,NA,NA,3,3,4,4,4,3,0,NA,0,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA
93MNBX-093,1993,MN,North,USA,N_America,3,4,1,NA,4,4,3,1,1,1,NA,4,0,0,1,3,2,0,NA,0,NA,4,1,3,1,4,0,4,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA
93MNBX-094,1993,MN,North,USA,N_America,3,4,4,4,4,4,4,NA,4,0,0,4,NA,0,1,4,4,0,3,4,4,NA,1,3,3,3,0,4,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA
93MNBX-095,1993,MN,North,USA,N_America,3,4,1,4,4,4,4,0,3,0,0,4,0,1,3,3,2,0,0,NA,3,3,3,4,0,3,0,4,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA
93MNBX-096,1993,MN,North,USA,N_America,3,4,4,4,1,4,4,1,3,4,0,0,4,NA,0,4,4,NA,3,NA,4,4,0,0,1,4,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-097,1993,MN,North,USA,N_America,3,4,4,3,4,4,4,NA,4,0,0,4,0,NA,1,4,3,NA,NA,3,3,NA,3,3,2,3,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MNBX-098,1993,MN,North,USA,N_America,3,4,4,4,4,4,4,NA,4,NA,0,4,0,NA,1,4,4,NA,NA,NA,NA,NA,1,4,1,NA,0,4,4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
93MNBX-099,1993,MN,North,USA,N_America,3,4,4,4,4,4,1,0,4,4,0,3,NA,NA,1,4,4,NA,NA,NA,3,4,1,4,NA,0,0,NA,4,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MNBX-100,1993,MN,North,USA,N_America,3,4,4,NA,4,4,4,NA,2.5,0,0,2,0,NA,1.5,4,0.5,0,NA,NA,3.5,4,0.5,4,1.5,2,0,NA,4,NA,NA,NA,4,0.5,NA,NA,NA,NA,NA,NA,NA
93MNBX021,1993,MN,North,USA,N_America,3,1,1,4,NA,1,1,0,2,0,4,4,0,1,3,NA,3,NA,NA,0,NA,NA,1,0,NA,2,0,1,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MS-129,1993,MS,South,USA,N_America,3,3,1,4,0,1,4,0,1,0,0,4,0,0,1,1,4,NA,1,0,4,3,1,0,3,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MS-151,1993,MS,South,USA,N_America,3,4,4,4,4,1,4,0,2,0,0,1,0,0,3,0,3,1,1,NA,4,4,0,4,1,4,0,NA,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MS-152,1993,MS,South,USA,N_America,3,4,4,NA,4,4,4,0,4,0,NA,0,0,0,1,4,NA,0,2,NA,4,4,0,4,NA,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MS-153,1993,MS,South,USA,N_America,3,4,0,4,4,4,4,0,4,0,0,1,0,NA,1,4,2,0,0,0,3,NA,0,4,1,1,NA,4,4,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93MS-201,1993,MS,South,USA,N_America,3,4,4,2,4,4,4,0,3,0,NA,4,0,0,1,4,1,1,2,3,3,1,NA,4,1,4,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MS-202,1993,MS,South,USA,N_America,3,4,1,4,4,4,4,0,3,0,4,4,0,0,1,4,1,0,NA,NA,3,4,0,3,1,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93MS-203,1993,MS,South,USA,N_America,3,4,0,4,0,4,3,0,3,0,0,0,0,0,2,4,4,1,NA,NA,4,3,2,0,3,2,0,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93NC-255,1993,NC,South,USA,N_America,3,4,2,3,2.5,2.5,4,0.5,2.5,1.5,2.5,1,1,0,2,2.5,2.5,0,NA,NA,3.5,4,1.5,2.5,1,2.5,0,NA,4,NA,NA,NA,4,0.5,NA,NA,NA,NA,NA,NA,NA
93ND-271,1993,ND,North,USA,N_America,3,0,1,2,4,4,1,0,3,0,NA,1,0,0,1,4,1,0,4,1,NA,3,1,4,1,2,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-272,1993,ND,North,USA,N_America,3,4,NA,2,2,4,3,0,4,1,NA,4,0,0,1,4,2,0,NA,0,3,3,1,1,NA,2,0,4,4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
93ND-273,1993,ND,North,USA,N_America,3,4,4,NA,4,4,4,0,3,0,0,4,NA,0,1,4,1,0,NA,NA,3,4,1,4,1,4,0,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93ND-274,1993,ND,North,USA,N_America,3,4,4,1,2,1,4,NA,1,NA,0,1,0,0,3,1,1,0,1,NA,3,4,NA,0,1,1,0,4,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-275,1993,ND,North,USA,N_America,3,4,4,4,1,1,4,NA,3,1,4,4,1,0,1,1,4,NA,1,NA,4,NA,1,1,1,3,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-276,1993,ND,North,USA,N_America,3,4,3,4,4,4,4,NA,3,1,0,4,0,0,1,4,4,1,NA,NA,4,4,3,4,4,NA,0,NA,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA
93ND-333,1993,ND,North,USA,N_America,3,4,1,NA,1,4,4,0,3,0,1,4,0,0,0,3,1,0,NA,NA,3,4,1,0,1,2,0,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93ND-336,1993,ND,North,USA,N_America,3,4,1,4,2,1,4,0,3,0,0,0,0,2,1,1,4,NA,NA,NA,4,4,0,0,1,2,0,1,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93ND-338,1993,ND,North,USA,N_America,3,4,3,4,2,3,3,0,2,4,NA,0,4,1,0,3,4,1,2,NA,4,NA,1,0,1,NA,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-340,1993,ND,North,USA,N_America,3,4,4,4,1,1,4,NA,2,3,1,NA,NA,0,1,1,4,0,NA,NA,4,4,1,1,1,1,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-368,1993,ND,North,USA,N_America,3,4,1,4,4,4,4,NA,2,0,NA,4,1,0,1,4,4,0,0,0,NA,NA,1,3,3,4,0,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93ND-369,1993,ND,North,USA,N_America,3,4,4,4,4,1,4,0,4,NA,0,4,0,0,2,1,4,NA,3,NA,4,4,1,4,2,2,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-370,1993,ND,North,USA,N_America,3,4,4,4,NA,1,3,0,4,1,NA,4,0,NA,3,1,4,0,NA,NA,3,4,1,0,NA,2,0,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93ND-371,1993,ND,North,USA,N_America,3,1,1,3,4,4,1,NA,4,1,0,4,0,0,1,4,3,NA,0,0,3,3,1,4,1,1,0,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93ND-372,1993,ND,North,USA,N_America,3,4,1,NA,3,1,4,NA,4,0,0,4,0,0,1,1,4,NA,1,0,NA,2,1,3,1,2,0,4,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-373,1993,ND,North,USA,N_America,3,4,4,4,1,1,2,1,4,1,1,1,1,0,1,1,4,NA,2,NA,3,4,NA,1,2,2,0,NA,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-374,1993,ND,North,USA,N_America,3,4,4,4,1,0,4,0,3,4,0,NA,4,0,1,0,4,NA,NA,NA,3,4,0,0,1,2,0,NA,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93ND-375,1993,ND,North,USA,N_America,3,4,NA,2,2,1,4,1,4,1,0,4,0,0,2,NA,3,NA,NA,NA,NA,NA,1,1,1,4,0,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-376,1993,ND,North,USA,N_America,3,4,4,3,4,4,4,0,2,1,0,3,0,0,3,4,1,1,NA,NA,2,3,1,4,1,NA,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-377,1993,ND,North,USA,N_America,3,0,NA,1,0,1,1,3,1,NA,0,1,0,0,3,1,1,NA,0,NA,1,0,1,0,3,1,NA,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-378,1993,ND,North,USA,N_America,3,4,NA,1,3,3,3,0,4,NA,0,0,1,0,4,4,3,0,NA,0,4,4,1,1,1,1,0,NA,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-380,1993,ND,North,USA,N_America,3,4,1,NA,1,4,3,1,4,1,0,1,1,0,1,1,4,1,NA,NA,NA,3,1,1,1,1,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-381,1993,ND,North,USA,N_America,3,4,NA,3,1,4,4,0,4,0,0,NA,0,0,1,4,2,NA,0,0,3,3,1,NA,3,2,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-382,1993,ND,North,USA,N_America,3,4,3,3,4,4,3,0,3,0,0,1,0,NA,2,2,4,0,NA,NA,NA,2,0,3,1,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-384,1993,ND,North,USA,N_America,3,4,4,4,4,4,4,0,1,NA,0,4,1,NA,4,4,4,NA,NA,NA,4,4,1,4,1,1,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA
93ND-385,1993,ND,North,USA,N_America,3,4,3,3,4,3,3,NA,2,1,0,4,NA,0,2,3,4,0,NA,NA,3,3,1,3,NA,1,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-386,1993,ND,North,USA,N_America,3,4,4,NA,4,4,NA,1,4,0,0,1,0,NA,1,1,4,0,4,NA,3,3,1,4,1,1,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-387,1993,ND,North,USA,N_America,3,1,NA,4,4,4,2,0,2,0,0,4,0,NA,1,1,4,0,0,NA,3,3,1,3,3,1,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-388,1993,ND,North,USA,N_America,3,3,3,1,4,4,3,0,4,NA,NA,1,0,0,1,4,1,0,NA,NA,3,2,1,4,2,1,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-389,1993,ND,North,USA,N_America,3,4,4,1,1,1,4,0,1,0,NA,1,0,0,1,1,1,1,1,NA,4,4,1,1,NA,1,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-390,1993,ND,North,USA,N_America,3,4,4,1,1,4,4,NA,4,1,0,1,NA,0,1,1,4,0,NA,NA,3,3,NA,1,1,4,0,0,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93ND-392,1993,ND,North,USA,N_America,3,4,1,2,3,3,4,0,1,0,0,1,NA,0,1,2,1,1,1,NA,4,3,3,3,1,1,0,NA,3,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-393,1993,ND,North,USA,N_America,3,4,1,3,1,1,1,0,1,0,NA,4,0,0,1,1,1,0,NA,NA,NA,NA,0,0,3,NA,NA,NA,3,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-394,1993,ND,North,USA,N_America,3,4,2.5,2,2,2,3.5,NA,1,0.5,0,2.5,0.5,0,2.5,1,3.5,NA,NA,NA,NA,3.5,2.5,2,3,1,0,2,2.5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93ND-395,1993,ND,North,USA,N_America,3,4,4,4,4,4,4,0,2,1,0,4,NA,0,1,4,4,NA,1,NA,NA,NA,3,4,NA,NA,0,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93ND-396,1993,ND,North,USA,N_America,3,4,1,1,3,1,1,0,1,0,0,NA,1,0,2,1,2,0,NA,NA,3,NA,1,0,1,1,0,NA,2,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-397,1993,ND,North,USA,N_America,3,4,1,NA,4,1,4,0,1,1,0,4,0,0,1,1,1,0,NA,NA,NA,1,1,4,1,NA,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-398,1993,ND,North,USA,N_America,3,4,1,1,4,1,4,0,4,0,0,0,0,0,1,NA,1,NA,NA,NA,3,3,1,3,NA,1,0,0,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93ND-399,1993,ND,North,USA,N_America,3,4,1,1,4,4,4,0,3,0,0,NA,0,0,1,4,1,1,NA,NA,NA,NA,1,4,1,1,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93ND-400,1993,ND,North,USA,N_America,3,4,4,NA,1,1,4,0,1,1,NA,0,1,0,1,NA,1,0,NA,NA,3,3,1,0,1,1,0,NA,1,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93NY-264,1993,NY,North,USA,N_America,3,NA,2,4,3,4,4,0,1,0,0,3,0,0,1,4,1,0,1,NA,3,1,1,1,1,1,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93NY-341,1993,NY,North,USA,N_America,3,NA,NA,1,4,4,4,NA,4,NA,0,0,NA,0,1,4,1,NA,NA,NA,NA,3,NA,4,1,2,0,4,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA
93SD-265,1993,SD,North,USA,N_America,3,4,1,NA,1,4,2,0,1,0,NA,0,0,0,0,4,2,0,NA,NA,NA,1,1,1,1,2,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93SD-266,1993,SD,North,USA,N_America,3,4,4,4,4,4,4,NA,2,0,0,4,0,NA,1,3,3,NA,NA,NA,3,1,1,3,1,1,0,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93SD-267,1993,SD,North,USA,N_America,3,4,1,3,4,1,2,0,1,0,0,1,0,0,2,1,2,0,1,1,3,1,1,4,1,1,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93SD-268,1993,SD,North,USA,N_America,3,4,1,4,1,0,3,0,1,1,0,0,0,NA,1,1,2,0,1,NA,2,1,1,0,1,NA,NA,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93SD-269,1993,SD,North,USA,N_America,3,4,4,1,2,1,4,0,1,0,0,1,0,NA,1,1,1,0,NA,1,NA,3,1,1,1,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93SD-270,1993,SD,North,USA,N_America,3,NA,2,1,3,3,4,0,1,0,0,0,0,0,1,4,1,0,1,0,3,NA,1,3,2,2,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93TN-204,1993,TN,South,USA,N_America,3,4,1,3,4,4,4,0,1,0,0,4,1,0,0,4,1,NA,NA,NA,NA,1,0,1,1,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93TN-205,1993,TN,South,USA,N_America,3,4,NA,NA,1,1,2,0,4,NA,NA,4,0,0,4,1,3,NA,0,NA,3,2,1,0,1,NA,0,0,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93TX-103,1993,TX,South,USA,N_America,3,NA,3,NA,3,3,4,0,4,1,0,1,1,0,1,4,2,0,NA,1,3,1,2,3,1,1,0,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93TX-105,1993,TX,South,USA,N_America,3,4,4,1,4,1,2,0,NA,0,0,1,0,0,1,1,1,0,1,NA,3,3,1,4,1,2,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93TX-106,1993,TX,South,USA,N_America,3,4,1,4,4,4,1,0,1,0,0,4,0,0,1,4,3,0,NA,NA,NA,2,1,4,2,2,0,NA,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA
93TX-107,1993,TX,South,USA,N_America,3,4,4,3,4,4,4,0,3,0,0,4,0,0,1,3,3,0,NA,0,4,4,2,4,4,4,0,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93TX-109,1993,TX,South,USA,N_America,3,4,4,3,2,2,1,1,2,0,0,0,0,0,1,1,1,1,NA,NA,3,NA,1,0,3,2,0,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93TX-110,1993,TX,South,USA,N_America,3,4,1,1,3,1,2,0,3,4,1,1,0,0,1,1,2,0,NA,NA,3,3,1,1,2,1,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93TX-111,1993,TX,South,USA,N_America,3,4,4,4,2,1,4,0,3,0,0,4,NA,NA,1,1,4,0,NA,NA,3,2,3,1,4,2,0,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93TX-112,1993,TX,South,USA,N_America,3,4,1,3,1,1,4,0,3,0,0,NA,0,0,1,2,3,0,NA,0,1,NA,1,0,3,3,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93TX-113,1993,TX,South,USA,N_America,3,4,1,2,1,1,3,0,1,0,0,0,0,0,1,1,1,0,NA,0,3,3,0,0,1,2,0,1,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93TX-114,1993,TX,South,USA,N_America,3,4,1,4,1,1,4,0,4,0,0,4,0,1,1,1,4,NA,NA,NA,NA,3,1,0,2,3,0,0,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93TX-115,1993,TX,South,USA,N_America,3,4,3,3,4,4,4,0,2,0,0,0,0,NA,2,4,3,1,NA,NA,3,3,NA,4,3,4,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93TX-116,1993,TX,South,USA,N_America,3,4,NA,2,1,1,4,0,1,0,0,NA,0,0,1,1,1,0,NA,NA,4,4,0,0,NA,3,0,0,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93TX-117,1993,TX,South,USA,N_America,3,4,4,3,4,1,4,0,1,0,0,4,0,0,3,1,3,0,2,NA,3,NA,1,4,2,1,0,NA,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93TX-118,1993,TX,South,USA,N_America,3,1,4,3,3,1,1,0,1,1,0,3,1,0,3,1,1,2,3,4,3,3,1,0,3,2,0,NA,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93TX-120,1993,TX,South,USA,N_America,3,4,1,4,4,4,4,0,4,0,0,4,0,0,2,4,1,0,NA,NA,1,1,1,4,1,4,0,0,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA
93TX-121,1993,TX,South,USA,N_America,3,4,4,4,3,1,4,0,2,0,4,0,0,0,1,1,3,0,0,1,3,3,0,3,2,3,0,NA,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93TX-122,1993,TX,South,USA,N_America,3,4,4,4,4,1,4,0,1,0,0,1,0,0,1,1,4,0,3,NA,3,NA,1,4,2,2,0,4,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
93TX-123,1993,TX,South,USA,N_America,3,4,4,4,NA,NA,1,0,4,0,0,4,0,0,1,NA,4,0,NA,NA,3,3,NA,NA,4,2,0,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93TX-124,1993,TX,South,USA,N_America,3,1,1,2,4,4,1,0,2,0,0,NA,0,0,1,4,0,0,NA,NA,3,1,1,4,1,1,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93TX-145,1993,TX,South,USA,N_America,3,4,4,1,3,0,NA,0,1,0,0,0,0,0,1,1,1,0,NA,NA,2,1,0,0,1,NA,0,NA,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
93TX-146,1993,TX,South,USA,N_America,3,4,4,0,4,4,4,NA,4,0,0,4,0,0,2,4,3,NA,NA,NA,NA,1,0,0,1,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
93TX-147,1993,TX,South,USA,N_America,3,4,1,4,NA,3,4,0,2,0,NA,0,0,NA,1,3,3,0,NA,0,3,3,1,0,3,4,0,NA,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA
93TX108,1993,TX,South,USA,N_America,3,4,3,4,3,3,3,0,4,0,0,0,0,0,1,4,4,NA,NA,NA,3,NA,1,3,3,2,0,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
93WI-254,1993,WI,North,USA,N_America,3,3.5,NA,3.5,3.5,3.5,4,0,2,NA,0,2,NA,NA,1,3.5,3.5,0,1,NA,3,3.5,0.5,2,2,3.5,0,NA,3.5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
